Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	GeneCards Link
MIR1226	MicroRNA 1226	RNA Gene		20	GC03P047849	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1226
MIR1909	MicroRNA 1909	RNA Gene		20	GC19M099929	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1909
MIR4286	MicroRNA 4286	RNA Gene		20	GC08P010666	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4286
MIR4766	MicroRNA 4766	RNA Gene		20	GC22M040813	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4766
MIR557	MicroRNA 557	RNA Gene		20	GC01P168375	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR557
MIR593	MicroRNA 593	RNA Gene		20	GC07P128081	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR593
MIR924HG	MIR924 Host Gene	RNA Gene		20	GC18M039114	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR924HG
NIHCOLE	NcRNA Involved In NHEJ Oncogenic Ligation Efficiency	RNA Gene		20	GC05P104120	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIHCOLE
NRAD1	Non-Coding RNA In The Aldehyde Dehydrogenase 1A Pathway	RNA Gene		20	GC13P043910	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRAD1
PRR34-AS1	PRR34 Antisense RNA 1	RNA Gene		20	GC22P081740	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR34-AS1
LINC00491	Long Intergenic Non-Protein Coding RNA 491	RNA Gene		19	GC05M102582	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00491
LIPE-AS1	LIPE Antisense RNA 1	RNA Gene		19	GC19P133147	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPE-AS1
MIR1299	MicroRNA 1299	RNA Gene		19	GC09M040929	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1299
MIR1976	MicroRNA 1976	RNA Gene		19	GC01P026554	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1976
MIR514B	MicroRNA 514b	RNA Gene		19	GC0XM147250	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR514B
MIR934	MicroRNA 934	RNA Gene		19	GC0XP136550	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR934
OTUD6B-AS1	OTUD6B Antisense RNA 1 (Head To Head)	RNA Gene		19	GC08M091059	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD6B-AS1
LINC00239	Long Intergenic Non-Protein Coding RNA 239	RNA Gene		18	GC14P118298	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00239
LINC01291	Long Intergenic Non-Protein Coding RNA 1291	RNA Gene		18	GC02P075243	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01291
MIR1179	MicroRNA 1179	RNA Gene		18	GC15P088608	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1179
MIR1257	MicroRNA 1257	RNA Gene		18	GC20M061953	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1257
MIR1284	MicroRNA 1284	RNA Gene		18	GC03M071541	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1284
MIR3661	MicroRNA 3661	RNA Gene		18	GC05P134225	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3661
MIR4284	MicroRNA 4284	RNA Gene		18	GC07P073711	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4284
MIR518A2	MicroRNA 518a-2	RNA Gene		18	GC19P053739	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR518A2
LINC00443	Long Intergenic Non-Protein Coding RNA 443	RNA Gene		17	GC13P106614	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00443
LINC00899	Long Intergenic Non-Protein Coding RNA 899	RNA Gene		17	GC22M081654	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00899
MIR2467	MicroRNA 2467	RNA Gene		17	GC02M239476	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2467
MIR4515	MicroRNA 4515	RNA Gene		17	GC15P176047	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4515
MIR626	MicroRNA 626	RNA Gene		17	GC15P041691	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR626
RNU5A-1	RNA, U5A Small Nuclear 1	RNA Gene		17	GC15P065296	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU5A-1
BBOX1-AS1	BBOX1 Antisense RNA 1	RNA Gene		16	GC11M027047	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBOX1-AS1
BTG2-DT	BTG2 Divergent Transcript	RNA Gene		16	GC01M203276	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTG2-DT
CACNA1C-AS2	CACNA1C Antisense RNA 2	RNA Gene		16	GC12M002668	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1C-AS2
ID2-AS1	ID2 Antisense RNA 1	RNA Gene		16	GC02M008666	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID2-AS1
LINC00273	Long Intergenic Non-Protein Coding RNA 273	RNA Gene		16	GC16M046003	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00273
LINC00964	Long Intergenic Non-Protein Coding RNA 964	RNA Gene		16	GC08P124825	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00964
LINC01160	Long Intergenic Non-Protein Coding RNA 1160	RNA Gene		16	GC01M111599	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01160
LINC01605	Long Intergenic Non-Protein Coding RNA 1605	RNA Gene		16	GC08M037407	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01605
LINC01816	Long Intergenic Non-Protein Coding RNA 1816	RNA Gene		16	GC02M070125	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01816
MIR1913	MicroRNA 1913	RNA Gene		16	GC06M166509	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1913
MIR2113	MicroRNA 2113	RNA Gene		16	GC06P098024	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2113
MIR4505	MicroRNA 4505	RNA Gene		16	GC14P073758	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4505
MIR4731	MicroRNA 4731	RNA Gene		16	GC17M015251	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4731
MIR4756	MicroRNA 4756	RNA Gene		16	GC20M054068	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4756
SWINGN	SWI/SNF Complex Interacting GAS6 Enhancer Non-Coding RNA	RNA Gene		16	GC13M113929	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SWINGN
TNK2-AS1	TNK2 Antisense RNA 1	RNA Gene		16	GC03P199689	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNK2-AS1
TPRG1-AS1	TPRG1 Antisense RNA 1	RNA Gene		16	GC03M188941	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPRG1-AS1
GAS6-DT	GAS6 Divergent Transcript	RNA Gene		15	GC13P114032	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS6-DT
IDH1-AS1	IDH1 Antisense RNA 1	RNA Gene		15	GC02P208271	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1-AS1
LDC1P	Leucine Decarboxylase 1, Pseudogene	Pseudogene		15	GC01P061494	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDC1P
LINC00662	Long Intergenic Non-Protein Coding RNA 662	RNA Gene		15	GC19M027663	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00662
LINC01215	Long Intergenic Non-Protein Coding RNA 1215	RNA Gene		15	GC03P108109	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01215
LINC01820	Long Intergenic Non-Protein Coding RNA 1820	RNA Gene		15	GC02M046292	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01820
LINC02487	Long Intergenic Non-Protein Coding RNA 2487	RNA Gene		15	GC06M167681	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02487
LNCAROD	LncRNA Activating Regulator Of DKK1	RNA Gene		15	GC10M052455	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNCAROD
MIR1182	MicroRNA 1182	RNA Gene		15	GC01M231019	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1182
MIR1265	MicroRNA 1265	RNA Gene		15	GC10P014436	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1265
MIR4513	MicroRNA 4513	RNA Gene		15	GC15M074788	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4513
MIR4688	MicroRNA 4688	RNA Gene		15	GC11P046376	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4688
MIR509-3	MicroRNA 509-3	RNA Gene		15	GC0XM147259	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR509-3
RSU1P2	Ras Suppressor Protein 1 Pseudogene 2	Pseudogene		15	GC10M045099	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSU1P2
TBILA	TGF-Beta Induced LncRNA	RNA Gene		15	GC03P112144	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBILA
LINC01269	Long Intergenic Non-Protein Coding RNA 1269	RNA Gene		14	GC14P070681	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01269
MIR3182	MicroRNA 3182	RNA Gene		14	GC16P083508	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3182
MIR8084	MicroRNA 8084	RNA Gene		14	GC08P093029	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR8084
SNHG33	Small Nucleolar RNA Host Gene 33	RNA Gene		14	GC03P183447	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG33
ANXA2P1	Annexin A2 Pseudogene 1	Pseudogene		13	GC04M153307	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2P1
LINC01228	Long Intergenic Non-Protein Coding RNA 1228	RNA Gene		13	GC16M079798	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01228
LINC01451	Long Intergenic Non-Protein Coding RNA 1451	RNA Gene		13	GC09M138980	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01451
LINC01833	Long Intergenic Non-Protein Coding RNA 1833	RNA Gene		13	GC02M044921	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01833
LINC02893	Long Intergenic Non-Protein Coding RNA 2893	RNA Gene		13	GC09M112955	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02893
LINC02982	Long Intergenic Non-Protein Coding RNA 2982	RNA Gene		13	GC05M002334	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02982
MIR1253	MicroRNA 1253	RNA Gene		13	GC17M002748	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1253
MIR1972-1	MicroRNA 1972-1	RNA Gene		13	GC16M027443	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1972-1
MIR2053	MicroRNA 2053	RNA Gene		13	GC08P112643	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2053
MIR3666	MicroRNA 3666	RNA Gene		13	GC07P114653	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3666
MIR4442	MicroRNA 4442	RNA Gene		13	GC03M025664	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4442
MIR4485	MicroRNA 4485	RNA Gene		13	GC11M013659	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4485
MIR4723	MicroRNA 4723	RNA Gene		13	GC17P028360	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4723
MIR4784	MicroRNA 4784	RNA Gene		13	GC02M131491	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4784
MIR761	MicroRNA 761	RNA Gene		13	GC01M051836	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR761
SNORD81	Small Nucleolar RNA, C/D Box 81	RNA Gene		13	GC01M175049	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD81
VTRNA1-2	Vault RNA 1-2	RNA Gene		13	GC05P156894	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTRNA1-2
MIR1827	MicroRNA 1827	RNA Gene		12	GC12P100189	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1827
MIR3131	MicroRNA 3131	RNA Gene		12	GC02M219058	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3131
MIR3149	MicroRNA 3149	RNA Gene		12	GC08M076966	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3149
MIR4251	MicroRNA 4251	RNA Gene		12	GC01P059937	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4251
MIR4270	MicroRNA 4270	RNA Gene		12	GC03M015496	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4270
MIR4295	MicroRNA 4295	RNA Gene		12	GC10P112634	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4295
MIR4319	MicroRNA 4319	RNA Gene		12	GC18M044970	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4319
MIR4647	MicroRNA 4647	RNA Gene		12	GC06M100581	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4647
MIR6088	MicroRNA 6088	RNA Gene		12	GC19P045436	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6088
RPS17P2	Ribosomal Protein S17 Pseudogene 2	Pseudogene		12	GC05P116716	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS17P2
SNORD75	Small Nucleolar RNA, C/D Box 75	RNA Gene		12	GC01M175054	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD75
EMBP1	Embigin Pseudogene 1	Pseudogene		11	GC01P121519	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMBP1
LINC01939	Long Intergenic Non-Protein Coding RNA 1939	RNA Gene		11	GC02M001125	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01939
MIR3116-1	MicroRNA 3116-1	RNA Gene		11	GC01P062078	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3116-1
MIR3116-2	MicroRNA 3116-2	RNA Gene		11	GC01M062078	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3116-2
MIR890	MicroRNA 890	RNA Gene		11	GC0XM145994	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR890
TMEM184B-AS1	TMEM184B Antisense RNA 1	RNA Gene		11	GC22P086076	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM184B-AS1
WWOX-AS1	WWOX Antisense RNA 1	RNA Gene		11	GC16M078193	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWOX-AS1
LOC110806263	TERT 5' Regulatory Region	Functional Element		10	GC05P001294	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110806263
MIR5694	MicroRNA 5694	RNA Gene		10	GC14M067441	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5694
MIR8072	MicroRNA 8072	RNA Gene		10	GC12M123364	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR8072
C5-OT1	C5 3' UTR Overlapping Transcript 1	RNA Gene		9	GC09M120944	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5-OT1
MIR548AO	MicroRNA 548ao	RNA Gene		9	GC08M041271	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548AO
MIR6071	MicroRNA 6071	RNA Gene		9	GC02M085835	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6071
MIR6733	MicroRNA 6733	RNA Gene		9	GC01M043171	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6733
TRN-GTT4-1	TRNA-Asn (Anticodon GTT) 4-1	RNA Gene		9	GC01P016889	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRN-GTT4-1
MIR6134	MicroRNA 6134	RNA Gene		8	GC0XM028495	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6134
TRG-GCC3-1	TRNA-Gly (Anticodon GCC) 3-1	RNA Gene		8	GC16M070778	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRG-GCC3-1
TRS-TGA2-1	TRNA-Ser (Anticodon TGA) 2-1	RNA Gene		8	GC06P156086	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRS-TGA2-1
RPS20P3	Ribosomal Protein S20 Pseudogene 3	Pseudogene		7	GC05P108593	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS20P3
TIALD	Transcript Inducer Of AURKA Lysosomal Degradation	RNA Gene		6	GC12P137461	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIALD
PDS5B-DT	PDS5B Divergent Transcript	RNA Gene		5	GC13M041824	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDS5B-DT
lnc-BLID-5		RNA Gene		5	GC11M122095	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-BLID-5
lnc-GNB4-1		RNA Gene		3	GC03M179398	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-GNB4-1
ERBB4	Erb-B2 Receptor Tyrosine Kinase 4	Protein Coding	Q15303	67	GC02M211375	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4
TSC2	TSC Complex Subunit 2	Protein Coding	P49815	64	GC16P104050	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC2
ACAT1	Acetyl-CoA Acetyltransferase 1	Protein Coding	P24752	63	GC11P108121	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAT1
APOA1	Apolipoprotein A1	Protein Coding	P02647	63	GC11M116835	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1
CASR	Calcium Sensing Receptor	Protein Coding	P41180	63	GC03P122183	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR
GLUD1	Glutamate Dehydrogenase 1	Protein Coding	P00367	63	GC10M087050	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUD1
ITGB2	Integrin Subunit Beta 2	Protein Coding	P05107	63	GC21M044885	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB2
PRKAR1A	Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha	Protein Coding	P10644	63	GC17P134455	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1A
RPS6KA1	Ribosomal Protein S6 Kinase A1	Protein Coding	Q15418	63	GC01P061230	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA1
TF	Transferrin	Protein Coding	P02787	63	GC03P140959	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TF
ALOX5	Arachidonate 5-Lipoxygenase	Protein Coding	P09917	62	GC10P045374	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX5
ASS1	Argininosuccinate Synthase 1	Protein Coding	P00966	62	GC09P130444	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASS1
CASP3	Caspase 3	Protein Coding	P42574	62	GC04M184627	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3
FGA	Fibrinogen Alpha Chain	Protein Coding	P02671	62	GC04M154583	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGA
GBA1	Glucosylceramidase Beta 1	Protein Coding	P04062	62	GC01M165117	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA1
LEPR	Leptin Receptor	Protein Coding	P48357	62	GC01P067643	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPR
MAP2K3	Mitogen-Activated Protein Kinase Kinase 3	Protein Coding	P46734	62	GC17P133125	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K3
MME	Membrane Metalloendopeptidase	Protein Coding	P08473	62	GC03P155024	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MME
SCD	Stearoyl-CoA Desaturase	Protein Coding	O00767	62	GC10P100347	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCD
SERPINA1	Serpin Family A Member 1	Protein Coding	P01009	62	GC14M094376	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA1
SERPINC1	Serpin Family C Member 1	Protein Coding	P01008	62	GC01M175056	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINC1
TRPC6	Transient Receptor Potential Cation Channel Subfamily C Member 6	Protein Coding	Q9Y210	62	GC11M101451	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC6
AHCY	Adenosylhomocysteinase	Protein Coding	P23526	61	GC20M035962	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHCY
BUB1	BUB1 Mitotic Checkpoint Serine/Threonine Kinase	Protein Coding	O43683	61	GC02M110637	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1
CP	Ceruloplasmin	Protein Coding	P00450	61	GC03M149162	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP
IFNAR1	Interferon Alpha And Beta Receptor Subunit 1	Protein Coding	P17181	61	GC21P033324	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR1
IRAK1	Interleukin 1 Receptor Associated Kinase 1	Protein Coding	P51617	61	GC0XM154010	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK1
PLG	Plasminogen	Protein Coding	P00747	61	GC06P160702	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG
PTGER2	Prostaglandin E Receptor 2	Protein Coding	P43116	61	GC14P052314	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER2
TSC1	TSC Complex Subunit 1	Protein Coding	Q92574	61	GC09M132891	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC1
TUBG1	Tubulin Gamma 1	Protein Coding	P23258	61	GC17P042609	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBG1
WNK1	WNK Lysine Deficient Protein Kinase 1	Protein Coding	Q9H4A3	61	GC12P000802	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK1
ALDH7A1	Aldehyde Dehydrogenase 7 Family Member A1	Protein Coding	P49419	60	GC05M126541	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH7A1
ATF4	Activating Transcription Factor 4	Protein Coding	P18848	60	GC22P039519	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF4
MAPKAPK2	MAPK Activated Protein Kinase 2	Protein Coding	P49137	60	GC01P206684	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK2
OGDH	Oxoglutarate Dehydrogenase	Protein Coding	Q02218	60	GC07P044606	0.108823016285896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGDH
